"activity_name","destination_name","seo_title","content","description","presentation"
"Visite guidée à vélo","Amsterdam","Visite guidée à vélo pour mon EVG à Amsterdam","<ul> 	<li> 		Location de vélo pour une durée de 2h</li> 	<li> 		Visite guidée de la ville&nbsp;</li> 	<li> 		Assurance et cadenas inclus</li> 	<li> 		Départ et retour des vélos chez notre loueur partenaire</li></ul> ","Pour se comporter en vrai ""Amsterdammer"" adoptez la bike attitude et déplacez vous à vélo pour une petite visite guidée !","<p><span style=""color: rgb(0, 0, 0); font-weight: 400;"">Le vélo est la meilleure façon de découvrir Amsterdam, la ville est presque entièrement équipée de pistes cyclables.</span><br></p> <p> 	Vous pourrez vous balader le long des canaux, découvrir les lieux incontournables de la ville et ses ressources cachées, grâce à notre superbe guide !<br> 	Assurances et cadenas sont inclus dans le prix.</p><p><u>BON A SAVOIR</u> :</p><p>Activité réservée aux groupes de 8 personnes minimum.<br></p><p>Le point de RDV pour la visite guidée est fixé chez le loueur de vélo, dans le centre de la ville.<br></p> "
"Shooting Photo Quartier Rouge","Amsterdam","Shooting Photo Quartier Rouge pour mon EVG à Amsterdam","<ul><li>Shooting dans un studio du quartier rouge<br></li><li>Le studio est situé dans un vieux bordel/fenêtre d'Amsterdam</li><li>Accessoires et tenues sexy ou fun<br></li><li>Accessoires</li><li>Photographe&nbsp;<br></li><li>Toutes les photos envoyées par e-mail après l'activité</li><li>Histoire du quartier rouge et du studio de l'activité</li><li>Shooting photo centré autour de 5 membres du groupe, mais tous les autres se joignent à l'activité</li><li>1 heure d'activité</li><li>Cadeau pour le marié</li><li>Max 15 personnes</li></ul> ","Un souvenir impérissable de votre Enterrement de Vie de Garçon à Amsterdam. Shooting photo professionnel, fun et sexy dans le Quartier Rouge !","<p><span style=""color: rgb(31, 57, 95);"">Shooting Photo Quartier Rouge:&nbsp;</span>À tous les groupes ouverts d'esprit, voici une activité que vous ABSOLUMENT faire lors de votre EVG à Amsterdam.</p><p>Vous prenez part à un shooting photo dans le quartier rouge, mais pas un simple shooting photo où le but est de faire le BG. Ici, vous serez habillés avec des&nbsp;costumes sexy, des costumes fun, en drag queen et avec des accessoires en tout genre. </p><p>Nos équipes partenaires vous accueilleront avec le plus grand plaisir, ils vous mettront dans l'ambiance afin que vous soyez trèèèèèèèès à l'aise.</p><p>Les vitrines du quartier seront les édifices devant lesquels vous poserez... Alors, soyez créatif et lâchez vous !</p><p>Parfait avant une <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-amsterdam/soir%C3%A9e-red-light-district-activites"">Soirée Red Light District</a> !</p><p><b><br></b></p><p><b><u>BON A SAVOIR</u> :</b></p><p>Le shooting dans un studio du quartier rouge, ancien bordel de la ville.</p> "
"Ice Bar & Cocktails","Amsterdam","Ice Bar & Cocktails pour mon EVG à Amsterdam","<p></p><ul><li><span style=""font-weight: normal;"">Entrée à l'Ice Bar pour votre groupe<br></span></li><li><span style=""font-weight: normal;"">3 cocktails par personne<br></span></li><li><span style=""font-weight: normal;"">Servis dans des verres en glace<br></span></li><li><span style=""font-weight: normal;"">Durée: 1 heure</span></li><li><span style=""font-weight: normal;"">Min 18 ans</span></li><li><span style=""font-weight: normal;"">Attention: Max 4 personnes par plage horaire les samedis entre 14h et 22h</span></li></ul><p></p>","<p>Cette expérience est à vivre à l'Ice Bar d'Amsterdam, avec son ambiance musicale et lumineuse de style branché.&nbsp;<br></p>","<p>Cette expérience est à vivre à l'Ice Bar d'Amsterdam, avec son ambiance musicale et lumineuse de style branché.&nbsp;</p><p>Chacun des participants pourra accéder au bar et déguster 3 cocktails servis dans des verres en glace.</p><p>Enchaînez avec une <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-amsterdam/crazy-night-activites"">Crazy Night</a> !</p><p><br></p><p><u>BON A SAVOIR</u> :</p><p>L'accès au bar est limité à 60 minutes par personne.</p>"
"Cracheur de feu","Amsterdam","Cracheur de feu pour mon EVG à Amsterdam","<ul> 	<li> 		1h d'atelier découverte</li> 	<li> 		Instructeur professionnel</li> 	<li> 		Consignes de sécurité</li> 	<li> 		Sessions de mise en pratique avec de l'eau</li> 	<li> 		1 mise en pratique avec du feu à la fin de l'atelier</li> </ul> ","Venez découvrir et mettre en pratique les plus grands secrets des cracheurs de feu grâce à cette activité complètement insolite ! Un moment... Tout feu tout flamme !","<p> 	Vous avez toujours rêvé de cracheur le feu tels des dragons invincibles ? Cette activité est faite pour vous !</p> <p> 	Venez découvrir les secrets de notre expert international vous enseignera les meilleures techniques pour pouvoir vous-même tenter de reproduire ses flammes à la fin de l'atelier.</p><p>Allez ensuite vous rincer la bouche avec une <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-amsterdam/d%C3%A9gustation-de-bi%C3%A8res-activites"">Dégustation de bières</a> !</p><p><b><u>BON À SAVOIR</u> :</b></p><p>L'activité se fait en centre-ville d'Amsterdam.</p> "
"Croisière Open Bar & Tapas","Amsterdam","Croisière Open Bar & Tapas pour mon EVG à Amsterdam!","<ul><li>Croisière privatisée avec skipper</li><li>Durée: 1h30</li><li>Un skipper vous guide tout le long du trajet</li><li>Bière, vin et softs à volonté</li><li>Tapas</li></ul>","<p>Croisière privée avec skipper – 1h30 de plaisir sur l’eau avec open bar et tapas lors de votre EVG à Amsterdam!</p>","<p>Croisière privée avec skipper – 1h30 de plaisir sur l’eau avec open bar et tapas lors de votre EVG à Amsterdam!</p><p>mbarquez pour une croisière exclusive de 1h30, accompagnés d’un skipper expérimenté qui vous guidera tout au long du parcours pour profiter pleinement de l’expérience. À bord, savourez bière, vin et boissons sans alcool à volonté, tout en dégustant de délicieux tapas soigneusement préparés. Une parenthèse idéale pour allier détente, découverte et convivialité !</p>"
"Golf ","Amsterdam","Golf  pour mon EVG à Amsterdam","<p><ul><li><p style=""display: inline !important;"">L'entrée au club de golf</p></li><li>Le matériel nécessaire à l'activité</li><li>Deux parcours 9 trous</li><li>Environ 2h d'activités</li><li>Min 6 participants</li><li>Le terrain est situé à environ 30 min du centre-ville</li></ul></p><ul> </ul> ","Un petit 18 trous entre potes histoire de se détendre avant une grosse soirée à Amsterdam !"," <p> 	Le terrain est ouvert toute l'année !</p> <p> 	L'activité est conseillée pour les groupes de 6 personnes minimum.&nbsp;</p><p>Défoulez vous avant d'aller en <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-amsterdam/club-vip-&amp;-bouteilles-activites"">boîte</a> ;)</p><p><u><br></u></p><p><u>BON A SAVOIR</u> :</p><p>Il faut compter environ 30 min de route pour se rendre au parcours de Golf depuis le centre d'Amsterdam.&nbsp;<br></p> "
"Sexy Wake-up","Amsterdam","Sexy Wake-up  pour mon EVG à Amsterdam","<ul> 	<li> 		Striptease à votre appartement</li><li>1 splendide stripteaseuse se déplace à votre hébergement</li> 	<li>15 minutes de show environ</li><li>Le Sexy Wake-up ne peut pas avoir lieu dans tous les types d'hébergement</li> </ul> ","J'ai beau être matinal, j'ai mal (aux yeux).","<p>Le Sexy Wake-up, ou ""Sexy Réveil"" pour ceux qui sont fâchés avec l'Anglais, vous offre la possibilité de vous réveiller en douceur loin de ce monde de brutes après avoir fait la bringue la veille.</p><p>Une jolie danseuse vient effectuer le Sexy Wake-up à votre hébergement pour réveiller le futur marié et effectuer un show sexy pour lui et l'ensemble du groupe.</p><p>Attention, tous les hôtels/auberges ne permettent pas de réaliser cette activité ! Idéalement, il faudrait que votre groupe ait réservé un appartement pour que le Sexy Wake-up se passe sans encombres.</p><p>Si l'activité s'appelle ""Sexy Wake-up"", sachez qu'il est tout à fait possible d'effectuer cette activité à un autre moment de la journée que le réveil : directement en arrivant à votre hébergement après le <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-amsterdam/transfert-a%C3%A9roport-transfert"" rel=""noopener noreferrer"" target=""_blank"">Transfert Aéroport</a>, en before juste avant d'enchaîner la <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-amsterdam/crazy-night-activites"" rel=""noopener noreferrer"" target=""_blank"">Crazy Night</a> ou même durant une soirée.</p><p><u>BON A SAVOIR</u> :</p><p> Un membre du groupe devra attendre la stripteaseuse devant l'immeuble pour l'accompagner jusqu'à la chambre du futur marié.</p>"
"Dégustation de fromages","Amsterdam","Dégustation de fromages pour mon EVG à Amsterdam","<ul> 	<li><span style=""font-weight: normal;""> 		Dégustation de 6 types de fromages</span></li> 	<li><span style=""font-weight: normal;"">3 verres de vin par personne (Vin blanc, vin rouge et Porto)</span></li> 	<li><span style=""font-weight: normal;""> 		Durée de l'activité : environ 1h30</span></li><li><span style=""font-weight: normal;"">Expertise</span></li><li><span style=""font-weight: normal;"">8 personnes minimum</span></li> </ul> ","La France n'est pas le seul pays connu pour ses fromages ! Les Hollandais aussi savent faire du bon fromage !","<p> 	Une dégustation de 6 types de fromages différents accompagnés bien entendu de vin blanc, vin rouge et porto.</p> <p> 	Cours publique, un spécialiste vous explique précisemment la spécifité de chaque fromage, quel est le meilleur vin pour l'accompagner et autres informations.</p> "
"Donjon d'Amsterdam","Amsterdam","Donjon d'Amsterdam pour mon EVG à Amsterdam","<ul> 	<li> 		Entrée pour le terrible donjon d'Amsterdam</li> 	<li> 		Parcours d'une durée de 1h, à travers les caves du donjon</li> </ul> ","Vous êtes à la recherche d'originalité pour l'enterrement de vie de garçon de votre meilleur ami ? Ne manquez surtout pas cette activité ! Rires et frissons garantis ...","<p><span style=""font-weight: normal;""> 	Sans aucun doute l'une des attractions les plus incontournables d'Amsterdam, venez visiter le donjon de la ville ! En parcourant les caves de celui-ci, il vous arrivera de rire aux larmes , mais aussi de paniquer face aux scénarios retraçant les côtés les plus sombres de l'histoire d'Amsterdam... De quoi marquer les esprits, surtout celui du futur marié !</span></p><p><span style=""font-weight: normal;""><u>BON A SAVOIR</u> :</span></p><p><span style=""font-weight: normal;"">Le donjon est en centre-ville d'Amsterdam</span></p> "
"E-Foiling","Amsterdam","E-Foiling ","<ul><li>2 heures d'activité</li><li>E-foiling (1 planche pour 2)</li><li>Flyboard&nbsp;</li><li>Sup</li><li>Instructeur professionnel</li><li>Consignes de sécurité</li></ul>","<p>E-foiling pour mon EVG à Amsterdam ! Ayez l'impression de voler</p>","<p>Le futur marié a toujours rêvé de pouvoir voler ? C'est l'activité parfaite pour lui !&nbsp;</p><p>C'est la nouvelle activité sportive qui fascine tout le monde à Amsterdam ;) Vous êtes sur une planche de surf mais électrique, qui vole au dessus de l'eau et qui va jusqu'à 40km/h ! C'est l'idéal pour faire le plein de sensations fortes avant d'enchaîner sur une <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-amsterdam/crazy-night-activites"">Crazy Night</a>.</p><p><br></p><p><u>BON A SAVOIR</u> :</p><p>L'activité est accessible en transports en commun depuis le centre d'Amsterdam, à environ 20 minutes de tram.&nbsp;</p><p>Notre prestataire possède 4 planches de e-foiling, donc vous vous les partagerez si vous êtes 8 ou moins. A plus de 8, certains du groupe feront du wakeboard ! Tout le monde sera content ;)</p>"
"Championnat de la bière","Amsterdam","Championnat de la bière pour mon EVG à Amsterdam!","<ol><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>4 jeux avec la bière</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>4 bières par personne</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Guide locale</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Min 10 participants</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Durée: 2h</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>L'activité a lieu dans un bar dans le centre-ville</li></ol>","<p>Alors, si vous cherchez une activité amusante et mémorable pour votre EVG à Amsterdam, ne cherchez pas plus loin ! Rejoignez-nous pour une expérience unique de Championnat de la bière!</p>","<p>Rejoignez-nous pour une expérience unique pendant votre EVG à Amsterdam avec le Championnat de la bière!</p><p>Notre guide locale vous accueillera dans un bar situé en plein cœur de la ville, où vous pourrez profiter de 4 jeux amusants mettant en vedette la bière. Que vous soyez un expert en bière ou un novice, ces jeux sont conçus pour plaire à tous les participants.</p><p>Le plus de cette activité: 4 bières par personne à déguster pendant l'activité, vous permettant de découvrir une variété de saveurs locales.</p>"
"Street Food Tour","Amsterdam","Street Food Tour pour mon EVG à Amsterdam!","<ul><li>Street food tour</li><li>Visit du Albert Cuyp Market</li><li>5 stops</li><li>5 petits plats à tester par personne</li><li>Stroopwafels,&nbsp;Jenever,&nbsp;hareng, etc</li><li>2 boissons par personne</li><li>Durée: 2 heures</li><li>Min 9 personnes</li></ul>","<p>Visitez le marché Albert Cuyp et dégustez des délices locaux comme les stroopwafels et le jenever.</p>","<p>Un Street Food Tour pour votre enterrement de vie de garçon à Amsterdam !</p><p>Visitez le marché Albert Cuyp et dégustez des délices locaux comme les stroopwafels et le jenever.</p><p>Notre guide sera avec vous pendant 2 heures et vous fera faire 5 stops.</p><p>Inclus dans le prix aussi 2 boissons.</p><p><br></p><p><u>BON À SAVOIR:</u></p><p>Il faut un minimum de 9 personnes pour réserver cette activité.</p>"
"Crazy Hot Sauce Challenge","Amsterdam","Crazy Hot Sauce Challenge pour mon evg à Amsterdam","<ol><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>5 sauces piquantes à déguster</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Pilons de poulet</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Nachos &amp; crudités</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Cubes de fromage</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>3 bières locales</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>min 6 personnes</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Durée: 45 min</li></ol>","<p>Inspiré par la célèbre émission Hot Wings, notre Crazy Hot Sauce Challenge est l’activité spicy parfaite pour votre EVG à Amsterdam !</p>","<p>Inspiré par la célèbre émission Hot Wings, notre Crazy Hot Sauce Challenge est l’activité spicy parfaite pour votre EVG à Amsterdam !</p><p>Si vous aimez le poulet, le piment et les défis, voici pour vous l’activité idéale.</p><p>Dégustez 5 sauces pimentées pendant que vous savourez du poulet.</p><p>Le prix comprend aussi 3 bières fraîches à déguster.</p>"
